HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,ApartmentAge,TotalNearbyFacilities,ParkingToSizeRatio
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,291150,3,8.0,1.021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,280530,11,14.0,0.6739864864864865
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,35398,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,176991,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,239823,11,14.0,1.0740242261103634
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,332743,10,3.0,0.30751577739529545
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,168141,11,14.0,0.8730853391684902
2,0,5,5.0,7.0,5.0,1174.0,2014,9,843,323008,2,17.0,1.3926453143534994
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74256,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,171681,11,14.0,0.8730853391684902
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,307964,10,3.0,0.30751577739529545
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,205309,9,5.0,1.4631336405529953
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,200221,10,5.0,0.2893081761006289
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,146017,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,181415,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,219469,23,16.0,0.5864332603938731
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,250176,3,8.0,1.021978021978022
2,3,7,0.0,1.0,1.0,1321.0,2015,10,644,279646,1,2.0,2.051242236024845
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,383185,9,5.0,0.4079568442346595
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,283185,10,3.0,0.5864332603938731
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,380530,9,5.0,0.4079568442346595
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,223008,8,5.0,0.5729794933655006
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,84955,23,16.0,0.8322981366459627
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,305309,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,179646,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,163716,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,103663,3,8.0,2.183098591549296
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,151327,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,202654,11,14.0,0.6739864864864865
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,247787,8,5.0,0.5196936542669585
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,159292,7,5.0,0.2230769230769231
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,279646,9,5.0,1.4631336405529953
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,119469,38,5.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,268849,9,4.0,0.3692741367159972
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,265486,9,4.0,0.3692741367159972
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,213274,9,4.0,0.47506799637352676
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,107345,3,8.0,2.183098591549296
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,349557,9,5.0,1.4631336405529953
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,245132,9,4.0,0.37589670014347204
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,221238,9,5.0,1.4631336405529953
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,132743,19,11.0,0.08695652173913043
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,369026,1,2.0,1.4516483516483516
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,144247,23,16.0,0.8322981366459627
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,216814,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,161946,11,14.0,0.8730853391684902
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,150442,10,3.0,0.6552567237163814
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,128318,23,16.0,0.8322981366459627
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,141592,10,3.0,0.6552567237163814
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,243362,30,7.0,0.0
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,212389,24,10.0,0.08643326039387308
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,227433,8,5.0,0.5729794933655006
0,3,6,1.0,5.0,2.0,18.0,1986,3,910,92920,30,8.0,0.01978021978021978
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,278761,7,5.0,0.2230769230769231
2,0,1,0.0,2.0,2.0,524.0,2007,4,1448,341592,9,4.0,0.36187845303867405
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,194690,30,7.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,265486,9,5.0,1.4631336405529953
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,296460,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,1288,260176,23,16.0,0.4161490683229814
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,371681,10,3.0,0.3729993041057759
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,338938,9,5.0,1.4631336405529953
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,252212,8,5.0,0.4070265638389032
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,92920,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,79646,23,16.0,0.8322981366459627
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,305309,8,5.0,0.5729794933655006
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,307079,10,6.0,0.20044296788482835
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,75221,24,17.0,0.0
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,78318,24,10.0,0.12267080745341614
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,194690,23,16.0,0.5864332603938731
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,64601,19,11.0,0.1003584229390681
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,117699,38,5.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,96460,23,16.0,0.8322981366459627
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,219469,8,5.0,0.5729794933655006
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,98230,23,16.0,0.8322981366459627
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,89380,24,10.0,0.12267080745341614
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,274336,9,4.0,0.47506799637352676
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,98477,3,8.0,2.183098591549296
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,191938,7,5.0,0.175
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,265442,7,5.0,0.175
1,2,5,5.0,6.0,5.0,536.0,1993,4,1288,261061,23,16.0,0.4161490683229814
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,284955,10,3.0,0.6552567237163814
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,192920,23,16.0,0.3694004135079256
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,137168,24,10.0,0.12267080745341614
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,287610,10,5.0,0.2021978021978022
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,347787,9,5.0,0.4535232383808096
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,398230,9,5.0,0.8360763660302831
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,194690,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,92920,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,92035,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,256637,30,7.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,349557,9,5.0,1.4631336405529953
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,196460,10,3.0,0.5864332603938731
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,146017,10,5.0,0.2021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,198230,11,14.0,1.0740242261103634
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,393805,1,2.0,1.4516483516483516
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,200318,7,5.0,0.2230769230769231
2,4,7,2.0,2.0,1.0,203.0,2009,5,914,198451,7,5.0,0.22210065645514224
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,237610,9,5.0,1.4631336405529953
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,149557,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,143238,3,8.0,1.4440993788819876
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,265486,9,5.0,1.4631336405529953
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,448672,10,3.0,0.30751577739529545
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,214601,9,4.0,0.47506799637352676
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,238938,10,6.0,0.20044296788482835
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,252212,9,4.0,0.3692741367159972
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,300000,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,199115,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,260176,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,251327,11,14.0,0.8730853391684902
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,358407,2,17.0,1.2901098901098902
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73053,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,225663,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,115044,23,16.0,0.5864332603938731
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,309734,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,238938,23,16.0,0.5864332603938731
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,150442,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,252212,11,14.0,1.0740242261103634
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,277876,9,4.0,0.3692741367159972
1,2,2,1.0,7.0,3.0,56.0,1997,5,914,114159,19,11.0,0.061269146608315096
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,238053,8,5.0,0.5196936542669585
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,66371,24,17.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,190265,30,7.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,644,68141,24,17.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,316371,8,5.0,0.5196936542669585
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,318584,9,4.0,0.3692741367159972
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,292035,8,5.0,0.5729794933655006
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,209442,9,4.0,0.37589670014347204
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,173893,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,135840,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73053,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,433628,9,5.0,0.772976262933658
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,442477,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,192035,11,14.0,1.0740242261103634
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,97345,30,8.0,0.03543307086614173
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,172566,10,5.0,0.2021978021978022
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,105840,2,5.0,0.375
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,35398,24,17.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,210619,9,4.0,0.47506799637352676
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,392035,1,2.0,1.4516483516483516
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,307079,10,5.0,0.2021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,269911,11,14.0,0.8730853391684902
2,0,1,0.0,0.0,0.0,203.0,2014,10,1252,446902,2,0.0,0.1621405750798722
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38053,24,17.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,250442,9,4.0,0.3692741367159972
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,115044,38,5.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,191938,7,5.0,0.175
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,97345,10,5.0,0.2893081761006289
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,183185,10,5.0,0.2021978021978022
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,52212,24,17.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,169026,8,5.0,0.5196936542669585
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,134513,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,117699,23,16.0,0.8322981366459627
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,337168,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,119469,11,14.0,1.3951048951048952
2,0,5,2.0,3.0,1.0,181.0,2006,4,1192,265486,10,6.0,0.1518456375838926
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,345132,9,5.0,0.35798816568047337
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,124778,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,92035,23,16.0,0.8322981366459627
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,267256,2,17.0,1.834375
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,250176,3,8.0,1.0253583241455346
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,128318,19,11.0,0.1003584229390681
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,86725,24,17.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1448,265486,9,4.0,0.36187845303867405
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,242477,10,3.0,0.5864332603938731
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,101769,24,10.0,0.08643326039387308
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,230088,11,14.0,1.0740242261103634
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,159292,23,16.0,0.8322981366459627
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,234513,10,3.0,0.3729993041057759
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,226548,10,3.0,0.5864332603938731
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,383185,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,53097,31,7.0,0.12947189097103917
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,185840,30,7.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,371681,9,5.0,0.4079568442346595
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73840,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,247787,30,7.0,0.0
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,386725,1,2.0,1.4516483516483516
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,243362,7,5.0,0.2230769230769231
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,240707,9,5.0,1.4631336405529953
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,112831,31,7.0,0.12947189097103917
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,178761,8,5.0,0.5196936542669585
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,428318,9,5.0,0.772976262933658
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,181858,10,3.0,0.6552567237163814
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,256637,8,5.0,0.5196936542669585
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,163716,7,5.0,0.2230769230769231
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,128318,23,16.0,0.8322981366459627
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,345132,9,4.0,0.47506799637352676
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,265486,11,14.0,0.8730853391684902
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,75221,19,11.0,0.08695652173913043
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,296460,9,4.0,0.5733041575492341
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,327433,3,8.0,1.021978021978022
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,201566,7,5.0,0.2230769230769231
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,464601,9,5.0,0.9156452775775054
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,168141,11,14.0,0.8730853391684902
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,48672,31,7.0,0.12947189097103917
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,55752,31,7.0,0.12947189097103917
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,191938,7,5.0,0.175
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,161061,24,10.0,0.12267080745341614
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,433628,9,5.0,0.9156452775775054
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,371681,2,0.0,0.22210065645514224
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,203539,9,5.0,1.4631336405529953
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,106194,30,8.0,0.03543307086614173
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,287610,10,3.0,0.46649260226283723
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,420353,9,5.0,0.9156452775775054
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,100000,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,167256,11,14.0,1.0740242261103634
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,383185,9,5.0,0.4079568442346595
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,286902,9,4.0,0.37589670014347204
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,262831,7,5.0,0.175
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,84955,23,16.0,0.8322981366459627
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,187610,10,6.0,0.20044296788482835
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,191150,10,3.0,0.5864332603938731
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,228318,10,6.0,0.20044296788482835
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,373893,9,5.0,0.8360763660302831
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,249557,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,141592,11,14.0,1.0740242261103634
2,0,1,0.0,2.0,2.0,524.0,2007,4,1448,323008,9,4.0,0.36187845303867405
2,1,4,1.0,2.0,2.0,184.0,2006,5,811,265486,10,5.0,0.22688039457459927
2,4,7,2.0,2.0,1.0,203.0,2009,5,914,198451,7,5.0,0.22210065645514224
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,191150,23,16.0,0.3694004135079256
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,187610,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,327433,11,14.0,0.6739864864864865
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,65044,2,6.0,1.3974358974358974
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,167256,7,5.0,0.2230769230769231
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,79646,24,10.0,0.12267080745341614
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,115044,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,234513,11,14.0,1.0740242261103634
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,63716,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,37168,24,17.0,0.0
0,3,3,2.0,5.0,0.0,76.0,1985,3,498,44690,31,7.0,0.15261044176706828
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,178761,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,345132,3,8.0,1.021978021978022
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,238938,7,5.0,0.175
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,330088,2,17.0,1.2844638949671772
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,158407,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73840,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,79646,23,16.0,0.8322981366459627
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,318584,10,5.0,0.2021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,360176,9,5.0,0.772976262933658
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,57522,30,8.0,0.03543307086614173
0,3,6,1.0,5.0,2.0,18.0,1986,3,451,53982,30,8.0,0.03991130820399113
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,70796,19,11.0,0.1003584229390681
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,184070,23,16.0,0.3694004135079256
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,57522,31,7.0,0.12947189097103917
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,162831,11,14.0,1.0740242261103634
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,318584,8,5.0,0.5196936542669585
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,491150,9,5.0,0.8360763660302831
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,57522,31,7.0,0.12947189097103917
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,305309,9,4.0,0.5733041575492341
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,274336,10,5.0,0.22604422604422605
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,181415,23,16.0,0.3694004135079256
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,260176,8,5.0,0.5729794933655006
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,56637,30,8.0,0.03543307086614173
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,179646,10,5.0,0.2021978021978022
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,44247,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,146902,11,14.0,1.0740242261103634
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,210619,8,5.0,0.5729794933655006
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,212389,9,4.0,0.37589670014347204
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,393805,9,5.0,0.4079568442346595
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,268141,9,4.0,0.5733041575492341
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,168141,11,14.0,0.8730853391684902
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,85840,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,119469,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,221238,8,5.0,0.5196936542669585
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,281858,8,5.0,0.4070265638389032
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,39823,24,17.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,279646,9,4.0,0.3692741367159972
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,250176,3,8.0,1.0253583241455346
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,100884,2,5.0,0.375
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,362831,9,5.0,0.9156452775775054
2,0,5,2.0,3.0,1.0,181.0,2006,4,1192,242300,10,6.0,0.1518456375838926
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,402654,9,4.0,0.383601756954612
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,150442,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,261061,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,191150,11,14.0,1.3951048951048952
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,252212,10,5.0,0.2021978021978022
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,253982,8,5.0,0.4070265638389032
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,104867,23,16.0,0.8322981366459627
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,158407,30,7.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,179646,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,137168,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,175221,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,428318,9,5.0,0.772976262933658
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,71681,19,11.0,0.08695652173913043
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,97345,11,14.0,1.3951048951048952
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,380530,2,0.0,0.22210065645514224
